N,P,K,temperature,humidity,ph,rainfall,label,ndvi,elevation,slope
78,27,44,30.09,55.26,6.148,137.62,mango,0.46,124.82,3.74
77,61,41,28.07,68.54,6.07,47.59,watermelon,0.442,34.08,1.95
89,39,49,33.99,74.54,6.72,115.29,watermelon,0.329,95.22,1.73
43,40,68,29.64,72.67,6.916,206.41,coconut,0.482,55.66,1.39
21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram,0.3,156.28,2.32
40,38,45,24.25,78.03,6.602,160.53,pomelo,0.75,41.97,0.12
86,55,54,26.85,83.92,6.559,186.7,banana,0.828,37.85,0.71
100,36,62,30.71,81.32,5.636,218.78,rice,0.475,75.34,2.19
58,36,62,28.23,87.92,6.279,217.69,durian,0.656,149.62,10.04
105,37,61,24.19,70.47,6.204,200.13,pomelo,0.685,245.4,8.54
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango,0.74,199.54,11.69
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango,0.494,17.12,6.84
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean,0.419,52.53,9.07
72,41,35,24.98,74.1,6.347,89.9,maize,0.731,130.63,2.63
19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas,0.351,54.06,10.31
97,22,50,26.26028739,86.14585891,6.769893799999998,58.97878791,watermelon,0.6,28.58,2.67
89,67,50,24.06,58.64,7.17,84.74,watermelon,0.316,149.58,5.96
57,64,55,26.68386496,92.9585411,6.583760498999999,62.50689682,papaya,0.755,20.6,5.36
120,56,60,25.53,78.51,5.62,157.76,banana,0.668,161.75,6.27
92,37,53,27.72,77.67,6.4,280.44,rubber,0.833,254.91,14.63
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana,0.557,170.81,4.31
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,0.32,207.7,8.51
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,mango,0.717,210.87,7.06
53,51,51,26.77,65.72,6.443,129.55,watermelon,0.632,89.77,1.1
60,33,50,27.6,78.37,7.024,112.91,cassava,0.537,15.42,2.5
51,40,62,28.79,81.25,6.005,220.81,rubber,0.832,320.88,13.16
21,26,27,27.00315545,47.67525434,5.6995869720000005,95.85118326,mango,0.399,104.43,9.42
17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas,0.517,186.33,0.14
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean,0.517,247.83,6.88
47,40,50,24.27,88.61,6.171,298.87,abaca,0.687,142.26,15.55
76,26,46,24.05,72.37,5.678,174.97,sweet potato,0.705,287.63,6.19
62,67,52,31.05,82.56,6.255,218.6,banana,0.827,82.4,5.66
77,42,55,27.49,81.62,6.652,254.57,durian,0.621,266.22,7.77
88,35,47,28.73,90.11,5.956,190.81,abaca,0.628,126.97,4.85
27,55,50,25.57,76.36,6.759,124.91,mango,0.473,92.99,0.99
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,0.604,79.78,2.55
97,18,53,28.28,80.97,7.231,109.65,cassava,0.406,108.85,4.82
60,24,41,25.57,76.73,6.471,114.29,cassava,0.496,232.24,10.93
26,36,40,30.19,65.2,6.196,167.48,sweet potato,0.475,189.93,0.7
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut,0.679,68.83,1.79
109,34,57,29.15,79.58,6.252,270.3,rubber,0.599,298.45,5.77
105,41,67,27.26,82.76,6.739,208.38,durian,0.721,86.2,4.74
62,32,44,29.27,74.66,5.575,175.02,rubber,0.585,226.05,6.05
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas,0.452,348.57,9.61
81,35,38,26.29,86.34,5.641,269.45,abaca,0.603,240.96,7.39
89,37,65,29.8,74.05,6.577,183.31,coconut,0.693,27.98,6.92
39,35,52,27.85,83.61,5.748,253.71,rubber,0.764,337.68,12.28
98,47,62,29.99,88.64,6.554,204.92,cacao,0.665,380.68,6.26
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,0.641,347.95,1.07
77,18,37,30.27,76.67,6.85,118.52,sweet potato,0.683,39.26,9.23
71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize,0.442,108.89,2.74
67,32,56,27.24,88.2,6.124,204.78,cacao,0.738,310.61,4.65
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean,0.392,158.74,2.04
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram,0.33,120.2,4.2
67,67,40,27.65,93.63,5.868,108.32,rice,0.509,30.06,1.19
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango,0.74,180.18,3.87
108,39,62,26.02,82.13,6.304,205.9,durian,0.568,295.26,11.2
89,52,45,29.49,88.09,6.602,252.59,cacao,0.847,412.59,10.44
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram,0.547,234.6,7.2
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas,0.304,108.38,8.39
90,44,70,27.45,85.17,6.617,236.9,durian,0.786,47.96,9.1
60,42,38,24.26,84.82,6.409,243.05,abaca,0.79,212.08,12.52
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,0.547,204.72,3.25
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,0.512,165.44,5.24
105,31,49,27.18,80.09,6.263,186.99,rubber,0.678,280.91,12.82
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,0.808,22.41,1.04
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram,0.397,199.32,6.71
80,44,62,29.22,78.41,6.765,136.81,pomelo,0.457,202.18,5.89
47,33,60,27.95,83.07,6.372,159.21,coconut,0.726,9.56,0.39
81,46,58,29.33,83.65,6.642,230.3,cacao,0.789,411.92,11.23
66,19,38,30.11,83.82,6.018,131.1,sweet potato,0.411,61.22,9.71
25,71,24,28.49538735,60.44848407,7.187721817999999,74.91559514,blackgram,0.549,106.78,3.96
112,44,60,30.07,62.8,6.087,158.86,maize,0.466,117.5,10.68
47,37,55,25.88,75.33,5.148,201.03,rubber,0.648,208.06,12.46
50,37,67,25.27,84.09,6.12,202.45,durian,0.789,109.55,3.41
60,33,65,28.58,73.39,6.642,155.79,durian,0.567,120.76,12.66
79,36,48,24.53,59.41,6.175,61.82,watermelon,0.535,32.67,5.41
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean,0.52,30.1,1.33
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,0.454,79.47,0.64
81,35,61,26.27,82.14,6.712,184.1,pomelo,0.546,114.32,4.95
26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas,0.61,148.98,3.87
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram,0.349,135.39,7.47
54,39,63,28.95,84.34,6.929,120.44,coconut,0.568,50.61,1.84
56,58,49,37.13165026,94.60761797,6.69215564,172.47880619999995,papaya,0.682,161.59,0.26
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram,0.571,240.22,2.58
74,35,60,27.27,80.02,6.489,278.19,cacao,0.865,138.7,14.26
35,32,40,29.08,65.47,6.062,218.63,pomelo,0.569,205.12,4.51
71,40,59,29.03,71.74,6.737,164.82,pomelo,0.571,220.39,1.35
34,60,16,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram,0.521,218.22,1.62
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram,0.334,131.26,9.56
105,41,67,27.26,82.76,6.739,208.38,durian,0.721,86.2,4.74
68,59,50,26.65,65.17,6.215,110.94,papaya,0.761,193.42,0.7
83,48,62,24.32,78.73,6.783,206.66,rice,0.625,8.81,2.46
66,58,35,33.64,64.1,5.837,56.31,watermelon,0.631,2.06,4.37
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,0.641,136.42,7.05
35,37,37,25.41,64.04,7.086,96.89,mango,0.636,92.37,5.08
69,33,43,31.43,75.68,6.236,113.67,cassava,0.438,144.13,11.57
36,40,35,27.51,66.1,7.328,127.73,mango,0.597,176.39,9.95
61,50,40,26.89,88.09,5.62,227.45,abaca,0.803,108.67,7.23
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas,0.383,98.31,2.8
57,54,46,25.0,70.48,5.955,147.79,maize,0.356,94.77,4.05
92,47,50,26.84,78.47,6.33,166.07,cacao,0.859,482.73,4.65
103,51,42,25.82,89.41,6.31,220.37,rice,0.49,68.49,2.71
44,76,22,27.26458947,68.01232937,7.775306272000001,68.91754359,blackgram,0.52,115.7,2.07
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas,0.579,331.39,10.3
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram,0.629,181.74,1.9
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,0.511,2.97,9.97
56,58,51,32.1,72.41,6.713,157.9,papaya,0.723,112.78,4.02
94,33,62,26.06,81.72,6.372,245.23,durian,0.559,232.48,10.92
72,25,53,31.22,79.91,5.971,187.35,sweet potato,0.457,266.79,12.33
108,23,51,26.84366082,83.85039964,6.106500787000001,40.228644,watermelon,0.391,17.48,2.26
69,37,56,28.32,87.78,6.679,235.46,durian,0.803,91.16,2.09
20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas,0.593,323.33,1.01
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango,0.415,212.18,8.29
20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,mango,0.359,121.54,7.32
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya,0.768,123.4,10.0
40,37,59,29.68,75.44,6.659,238.01,durian,0.65,76.96,1.03
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,0.58,75.96,9.63
93,48,57,24.77,79.48,6.305,241.06,cacao,0.818,300.51,11.04
82,45,38,24.04,95.55,6.236,210.12,rice,0.754,64.66,2.68
54,48,60,28.38,72.09,6.315,194.87,durian,0.583,243.13,10.13
85,34,36,31.94,64.26,5.579,175.56,sweet potato,0.693,27.18,1.59
106,34,41,30.92,73.77,5.899,215.27,pomelo,0.712,99.58,11.79
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,0.378,199.24,5.15
61,40,63,24.85,75.97,5.818,165.13,pomelo,0.68,18.21,11.26
98,35,45,28.59,76.68,6.621,237.43,durian,0.583,196.06,2.32
63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize,0.582,152.81,8.12
75,31,47,32.14,73.94,5.945,85.34,cassava,0.565,11.85,7.35
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,0.351,104.22,6.54
76,32,48,30.12,76.99,7.221,81.32,cassava,0.59,4.77,8.48
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean,0.311,93.73,5.14
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,0.341,150.65,3.27
72,49,43,31.39,60.79,7.055,88.34,watermelon,0.488,39.71,6.68
48,27,52,26.88,71.95,6.467,111.33,pomelo,0.494,212.42,11.74
88,69,65,25.91,79.01,6.797,226.32,rice,0.82,89.7,2.78
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas,0.571,72.69,2.52
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut,0.752,113.77,2.36
100,60,59,31.67,68.23,6.954,128.76,watermelon,0.405,17.76,5.85
74,31,53,27.63,81.98,6.16,249.37,rubber,0.647,295.22,12.05
72,41,54,30.43,77.77,5.952,182.53,papaya,0.608,146.89,5.01
68,32,46,26.48,73.61,5.824,178.45,sweet potato,0.382,133.31,11.89
114,39,67,29.0,75.74,6.506,212.78,durian,0.69,201.49,7.39
61,39,48,25.75,71.69,6.312,215.53,pomelo,0.714,114.64,2.4
37,32,58,29.85,82.27,4.818,269.02,rubber,0.612,96.75,11.69
54,32,43,26.5,55.49,6.188,62.39,mango,0.488,36.42,6.96
58,21,43,26.01,65.07,6.085,118.41,sweet potato,0.621,32.61,10.53
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,0.592,236.91,10.18
57,35,61,29.33,84.08,6.357,201.23,pomelo,0.513,201.79,7.89
58,25,67,31.05,73.35,5.902,204.39,coconut,0.599,110.4,5.2
76,29,64,29.53,76.09,6.31,220.39,rubber,0.753,382.57,5.01
39,64,53,23.012401800000006,91.07355541,6.598860305,208.3357976,papaya,0.523,163.55,3.8
40,31,52,27.75,80.3,5.968,206.45,durian,0.62,80.83,1.84
99,38,52,28.12,86.09,5.788,164.18,cacao,0.715,180.14,13.33
79,48,58,29.97,81.03,6.068,222.42,cacao,0.683,56.87,5.08
61,45,48,28.56,77.67,5.395,269.09,rubber,0.755,109.68,15.4
94,33,47,24.36,81.91,5.687,245.19,cacao,0.749,114.73,2.13
16,18,26,28.43647052,91.81320717,5.568365926,145.54144130000003,coconut,0.746,112.27,2.29
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,0.601,53.23,4.03
54,32,31,32.16,74.83,5.909,173.27,cassava,0.443,37.47,1.08
54,23,53,29.53,63.13,6.91,170.51,cassava,0.502,122.02,11.13
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,0.554,62.49,0.38
78,28,63,27.36,65.92,6.887,166.23,sweet potato,0.528,204.02,12.56
65,41,43,28.88,80.78,6.586,270.48,abaca,0.761,127.49,12.75
89,33,40,26.26,77.09,5.666,236.4,rubber,0.824,351.2,16.62
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya,0.764,152.04,5.94
83,36,44,26.67,84.87,5.803,316.84,abaca,0.819,264.38,12.05
50,29,39,31.39,80.79,6.717,105.46,cassava,0.673,193.83,6.89
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean,0.46,81.32,8.74
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,0.682,35.24,2.05
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango,0.735,68.59,3.23
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,0.458,63.54,3.93
114,39,67,29.0,75.74,6.506,212.78,durian,0.69,201.49,7.39
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram,0.496,169.83,7.17
80,20,38,26.48,67.29,6.038,181.47,sweet potato,0.563,221.46,6.86
63,39,59,26.3,72.62,6.726,50.82,watermelon,0.453,21.3,6.85
34,27,29,27.16,63.19,6.663,96.82,cassava,0.499,115.24,0.25
110,33,69,29.31,84.32,6.355,228.55,durian,0.763,65.63,13.56
66,34,58,25.11,72.96,6.145,147.17,pomelo,0.779,206.35,10.61
110,45,63,31.75,79.81,6.166,128.04,coconut,0.46,29.37,7.05
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean,0.505,27.65,5.17
82,32,28,30.74,80.76,6.887,174.04,cassava,0.544,150.05,11.72
94,18,59,26.53,83.26,5.73,164.26,sweet potato,0.482,174.54,1.39
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram,0.384,26.3,0.08
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean,0.558,170.94,0.78
69,38,31,30.01,55.31,5.934,70.2,maize,0.378,239.96,5.74
56,38,69,27.73,84.97,6.794,195.27,durian,0.7,31.1,9.77
91,46,65,27.16,81.89,5.644,213.13,cacao,0.671,459.15,3.42
91,28,30,25.19,79.75,6.539,126.68,cassava,0.651,238.27,5.08
86,43,39,24.0,90.98,6.613,283.92,abaca,0.627,124.53,4.01
88,43,57,27.57,79.08,6.288,170.76,cacao,0.869,372.05,13.03
34,65,48,41.41968393,90.03863107,6.665024507999999,199.3096432,papaya,0.704,155.92,7.21
40,31,45,25.18,84.52,6.532,116.34,pomelo,0.759,146.57,8.39
57,40,54,27.92,87.54,5.562,217.26,rubber,0.878,278.49,9.56
45,42,55,25.96,69.04,6.388,119.13,watermelon,0.564,89.54,0.09
58,36,58,29.59,55.11,6.744,153.28,mango,0.484,241.9,4.28
72,44,52,27.2,71.82,6.502,144.26,pomelo,0.595,89.73,6.79
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,0.375,82.72,3.2
83,36,43,25.56,90.15,5.912,180.23,abaca,0.685,291.18,10.18
89,33,49,26.07,77.31,6.363,153.35,pomelo,0.628,21.81,8.87
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram,0.305,45.41,7.85
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,0.65,64.61,5.2
49,36,65,26.81,89.76,5.262,233.71,rubber,0.701,118.1,5.24
29,25,35,28.3575072,91.64509299,5.542873799,160.73069909999995,coconut,0.683,90.98,4.65
76,50,37,31.92,74.53,6.406,78.79,maize,0.483,167.37,11.93
48,40,42,24.52,75.24,7.034,214.15,pomelo,0.485,157.79,6.82
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram,0.363,171.43,9.01
84,30,37,26.46,73.42,6.952,111.45,cassava,0.64,150.85,4.67
74,38,57,29.07,81.59,6.013,136.45,sweet potato,0.682,81.77,12.82
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,0.399,27.47,0.21
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango,0.597,242.29,1.86
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram,0.348,55.84,6.24
56,40,56,27.83,81.33,6.954,219.52,rice,0.798,80.53,2.99
39,31,68,28.1,76.03,6.547,120.03,coconut,0.539,24.99,2.0
98,54,57,24.21,83.54,6.557,116.33,rice,0.699,87.29,0.47
66,45,56,32.7,68.6,6.061,181.95,papaya,0.697,30.39,3.93
51,37,51,28.37,62.07,6.648,153.45,mango,0.41,104.96,10.94
79,36,46,27.04,86.61,6.583,249.13,cacao,0.837,78.74,2.44
46,45,49,28.82,84.52,6.324,191.16,abaca,0.771,425.05,11.63
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,0.313,55.1,0.66
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram,0.579,114.96,6.45
87,62,62,27.42,86.68,6.107,81.51,banana,0.65,15.69,3.99
55,78,21,33.39438752,62.93692886,6.602888248999999,63.57445989,blackgram,0.551,81.81,9.84
103,35,40,25.13,81.58,6.664,218.5,abaca,0.643,397.13,15.26
62,33,44,29.88,62.52,6.934,124.51,mango,0.581,28.44,5.72
89,35,49,27.13,88.04,6.579,274.74,cacao,0.796,143.5,2.28
109,41,56,30.89,83.61,6.286,247.84,rubber,0.787,325.27,13.28
42,44,57,25.7,79.48,5.117,183.31,rubber,0.671,394.2,2.27
111,35,56,24.08,89.34,6.136,201.03,cacao,0.859,60.98,10.14
65,37,46,26.24,88.76,6.029,188.95,abaca,0.601,122.68,16.05
67,44,36,26.23,74.4,6.522,162.07,papaya,0.492,44.32,3.8
32,31,48,31.42,76.21,6.095,85.86,cassava,0.4,209.57,8.77
50,29,59,27.94,66.52,6.779,167.92,pomelo,0.511,220.56,4.12
49,43,62,26.31,82.36,6.306,166.15,durian,0.689,25.75,10.54
91,41,54,28.45,86.83,6.599,318.83,abaca,0.626,335.96,13.11
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,0.408,246.0,8.79
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,0.472,6.12,2.95
91,46,38,26.31,73.13,6.099,142.9,papaya,0.694,134.74,2.55
95,75,45,28.98333432,82.95958244,5.829898502000001,109.022564,banana,0.72,95.4,8.94
81,27,36,24.91,64.51,6.022,166.29,sweet potato,0.575,30.78,11.93
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,0.397,95.68,1.16
56,36,37,31.81,67.4,5.802,129.63,papaya,0.504,147.6,9.2
92,28,49,26.1,89.12,6.232,220.43,rubber,0.772,427.19,5.39
71,38,41,27.21,69.76,5.674,108.67,cassava,0.624,37.9,7.77
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,0.509,125.9,5.46
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,0.551,1.31,2.14
76,53,40,32.67,71.81,7.093,42.05,maize,0.518,65.04,8.77
125,33,43,27.72,69.79,6.187,106.68,maize,0.588,2.48,5.57
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya,0.511,16.47,3.36
84,44,56,29.35,76.49,6.637,115.23,mango,0.431,198.59,4.31
101,40,65,27.98,81.8,6.426,285.27,rubber,0.631,239.29,17.54
69,54,58,25.17,87.03,6.767,90.32,banana,0.669,156.97,7.41
90,43,48,25.76,85.35,6.406,226.75,abaca,0.651,313.49,3.37
97,18,53,28.28,80.97,7.231,109.65,cassava,0.406,108.85,4.82
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean,0.435,64.45,0.0
91,36,42,28.69,70.18,6.588,147.1,cassava,0.357,125.5,7.06
47,25,58,30.57,73.55,6.961,161.74,pomelo,0.547,184.82,9.58
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas,0.638,193.9,10.69
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas,0.393,268.72,9.33
86,29,53,27.24,72.56,7.044,172.8,cassava,0.441,83.71,5.57
50,19,62,28.71,74.36,6.491,173.34,sweet potato,0.619,237.08,4.04
107,48,46,24.69,80.01,6.684,183.45,abaca,0.639,234.02,8.35
69,33,64,25.64,63.29,6.583,155.55,mango,0.475,225.61,2.75
45,41,64,25.92,80.09,6.296,246.45,durian,0.587,308.82,7.66
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize,0.484,173.19,7.83
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,0.415,141.76,1.29
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram,0.468,99.31,3.78
99,69,54,27.28,62.36,6.257,98.93,watermelon,0.486,57.81,1.19
50,22,47,28.84,76.96,6.464,176.11,sweet potato,0.53,40.34,4.05
78,65,58,30.53,79.49,5.719,141.24,banana,0.617,169.92,0.6
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,0.595,217.67,9.24
89,45,52,29.32,72.99,5.808,83.85,papaya,0.682,104.65,8.21
106,85,53,27.1994597,78.80860679999998,5.91505509,99.72430835,banana,0.691,140.63,6.17
33,32,34,32.12,74.32,6.45,165.46,cassava,0.515,217.16,3.5
114,39,39,24.35,87.92,6.571,274.2,abaca,0.719,431.61,7.5
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,0.582,44.89,4.83
86,50,49,29.99,78.17,6.368,92.78,mango,0.51,176.51,6.79
99,51,32,25.18,76.07,6.682,115.1,watermelon,0.614,67.19,0.39
101,42,57,28.92,79.92,6.18,206.33,pomelo,0.602,52.55,10.38
117,86,48,28.6956201,82.54195839,6.225225238999999,116.1616839,banana,0.59,190.65,9.13
72,28,42,27.1,84.69,5.714,231.0,rubber,0.733,304.54,12.56
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,0.781,55.37,2.8
86,47,52,25.88,87.52,5.775,295.22,abaca,0.646,321.34,9.08
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,0.365,99.62,5.98
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,0.465,2.25,1.73
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,0.509,7.53,1.86
83,41,55,29.18,58.8,6.677,75.77,mango,0.509,235.66,4.1
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,0.426,212.17,8.23
49,40,53,24.98,82.58,5.683,234.99,cacao,0.804,469.36,5.9
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,0.478,14.14,3.2
36,26,55,31.15,76.53,7.172,198.01,coconut,0.725,3.78,0.97
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,0.457,88.8,4.47
33,29,34,31.40948821,49.21729127,6.832979508999999,92.99739415,mango,0.636,45.93,3.35
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,blackgram,0.318,57.23,1.66
109,36,65,29.31,83.02,5.285,254.96,rubber,0.777,286.98,3.59
76,37,61,30.46,86.9,5.078,283.25,rubber,0.662,82.35,12.51
47,58,34,32.77,63.55,6.602,120.54,watermelon,0.443,121.03,3.44
72,44,52,27.2,71.82,6.502,144.26,pomelo,0.595,89.73,6.79
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,blackgram,0.474,68.33,4.54
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon,0.416,5.74,1.74
71,53,53,33.16,69.76,7.055,63.14,mango,0.476,66.86,11.4
55,37,54,29.42,84.49,5.373,183.52,rubber,0.752,280.5,17.24
44,68,48,27.92,56.6,6.083,110.43,watermelon,0.614,42.42,1.52
70,50,53,37.4620912,90.44967809,6.933809742999999,172.3458448,papaya,0.671,35.45,8.98
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram,0.315,162.62,3.04
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon,0.312,74.81,4.78
47,26,51,29.47,85.33,6.504,129.95,coconut,0.679,40.83,6.85
59,34,42,26.31,72.36,5.859,145.96,pomelo,0.743,6.39,4.88
67,31,57,28.42,75.33,6.489,188.73,coconut,0.538,95.27,3.89
95,37,55,27.22,78.59,5.503,189.38,cacao,0.791,104.57,3.59
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya,0.6,159.47,2.63
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram,0.584,15.31,2.58
78,42,58,24.91,81.07,6.659,50.25,maize,0.687,60.56,5.74
37,39,50,27.82,71.67,6.545,168.13,papaya,0.616,129.02,5.0
103,51,44,28.83,87.38,5.63,252.47,rice,0.731,57.51,3.8
75,41,59,28.72,71.19,6.961,80.73,papaya,0.528,121.05,0.97
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,0.698,71.11,1.75
75,44,52,28.11,83.74,6.082,250.39,abaca,0.815,320.81,12.23
88,52,59,26.43,86.15,5.587,231.24,cacao,0.816,422.7,4.39
94,52,42,24.96,84.14,5.67,246.44,rice,0.775,23.21,3.3
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram,0.306,249.1,9.16
41,33,38,27.82,72.7,7.03,93.21,mango,0.618,64.67,8.73
47,32,52,27.45,83.33,5.71,148.74,sweet potato,0.424,237.02,10.97
81,43,64,25.55,80.16,6.006,249.72,rice,0.57,46.69,3.52
78,64,32,31.17,63.48,6.102,86.07,watermelon,0.592,48.53,2.02
99,62,65,30.13,82.92,6.375,82.17,banana,0.885,151.74,6.44
